(trx_info(trxid=101001010, sacctid=494, racctid=45, amt=10000, time=1), trx_info(trxid=101001011, sacctid=45, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001060, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001051, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=102001060, sacctid=494, racctid=91, amt=10000, time=1), trx_info(trxid=102001061, sacctid=91, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001010, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001011, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001010, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001021, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001010, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001031, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001010, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001041, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001010, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001051, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001010, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001061, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001010, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001071, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001010, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001081, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001010, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001091, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001010, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001101, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001010, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001111, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001020, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001011, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001020, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001021, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001020, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001031, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001020, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001041, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001020, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001051, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001020, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001061, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001020, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001071, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001020, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001081, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001020, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001091, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001020, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001101, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001020, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001111, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001030, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001011, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001030, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001021, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001030, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001031, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001030, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001041, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001030, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001051, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001030, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001061, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001030, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001071, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001030, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001081, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001030, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001091, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001030, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001101, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001030, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001111, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001040, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001011, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001040, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001021, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001040, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001031, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001040, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001041, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001040, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001051, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001040, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001061, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001040, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001071, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001040, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001081, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001040, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001091, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001040, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001101, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001040, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001111, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001050, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001011, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001050, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001021, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001050, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001031, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001050, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001041, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001050, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001051, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001050, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001061, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001050, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001071, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001050, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001081, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001050, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001091, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001050, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001101, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001050, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001111, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001060, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001011, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001060, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001021, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001060, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001031, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001060, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001041, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001060, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001051, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001060, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001061, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001060, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001071, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001060, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001081, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001060, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001091, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001060, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001101, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001060, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001111, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001070, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001011, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001070, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001021, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001070, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001031, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001070, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001041, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001070, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001051, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001070, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001061, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001070, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001071, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001070, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001081, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001070, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001091, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001070, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001101, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001070, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001111, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001080, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001011, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001080, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001021, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001080, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001031, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001080, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001041, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001080, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001051, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001080, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001061, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001080, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001071, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001080, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001081, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001080, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001091, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001080, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001101, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001080, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001111, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001090, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001011, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001090, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001021, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
(trx_info(trxid=103001090, sacctid=494, racctid=613, amt=10000, time=1), trx_info(trxid=103001031, sacctid=613, racctid=552, amt=9900, time=2), 0.01)
